id,userId,duration
1,3379,1846
2,355,2170
3,7522,1301
4,159,1890
5,4560,1692
6,5023,313
7,4822,2192
8,4445,1001
9,8645,2985
10,2524,1287
11,3515,605
12,1370,3566
13,5102,2211
14,2716,1551
15,7583,1979
16,6334,2157
17,2729,1384
18,3524,2875
19,7453,2091
20,6518,351
21,6602,742
22,6274,1826
23,2590,2429
24,3170,504
25,8085,1889
26,8874,201
27,6895,2497
28,4969,3540
29,9592,2718
30,8269,82
31,5815,563
32,1581,2608
33,6426,1430
34,2163,2141
35,6940,2553
36,5694,3388
37,1491,2833
38,8763,2564
39,3563,3415
40,1848,826
41,4205,1180
42,8275,717
43,9674,3159
44,4600,356
45,8973,2867
46,1676,2140
47,4472,1689
48,3716,2321
49,4190,1747
50,7403,508
51,2551,3145
52,3085,2550
53,6993,397
54,4948,3459
55,275,510
56,41,3414
57,7973,338
58,8225,1556
59,4798,90
60,5686,1267
61,8288,2901
62,8760,593
63,4977,2508
64,4136,1208
65,6184,903
66,5875,3409
67,7757,1762
68,6739,328
69,447,238
70,2981,2971
71,4774,1945
72,1985,2895
73,7742,192
74,1864,635
75,5430,1596
76,9311,2037
77,762,1459
78,6312,866
79,1256,2216
80,1145,253
81,9241,2618
82,6639,2216
83,9042,358
84,9517,1588
85,3682,999
86,1027,1181
87,6942,316
88,4004,2090
89,1221,746
90,2072,3168
91,657,3358
92,1062,1578
93,1125,205
94,6517,2107
95,3507,2278
96,8725,1954
97,7125,1280
98,9517,3513
99,3176,3405
100,5451,1098
101,7342,960
102,6921,119
103,9404,585
104,6114,638
105,9846,2655
106,1760,2708
107,6208,789
108,6575,3334
109,6493,1203
110,3894,538
111,9846,1817
112,1541,1887
113,4899,1654
114,873,631
115,4139,246
116,7186,2383
117,3338,7
118,5247,1342
119,5927,1382
120,8190,634
121,4184,841
122,4300,12
123,3136,1695
124,4415,2932
125,699,1913
126,8889,2469
127,3677,2810
128,1520,1545
129,1610,3199
130,1146,3019
131,3845,2690
132,3751,2314
133,6645,265
134,5084,214
135,9842,2386
136,3176,1128
137,7057,2538
138,4049,3426
139,94,3157
140,1048,2713
141,7952,1982
142,1545,3373
143,8762,407
144,1234,3463
145,358,422
146,2044,783
147,1880,1350
148,312,3412
149,2830,1492
150,3213,1971
151,8347,790
152,3592,2554
153,2990,3427
154,7105,2159
155,1129,2283
156,7474,2035
157,5981,2322
158,3478,519
159,5786,2550
160,1228,2314
161,3569,1219
162,3512,2673
163,437,2683
164,5922,3338
165,9200,1558
166,6818,1102
167,6184,1200
168,9333,3124
169,831,2628
170,3950,2386
171,8602,1788
172,2692,1425
173,841,18
174,7480,260
175,8272,1217
176,2370,1346
177,9598,2686
178,4348,2925
179,9328,766
180,7520,136
181,3582,1234
182,2336,3527
183,8174,1673
184,1898,2278
185,3692,2625
186,2220,2722
187,3747,2724
188,8728,1431
189,3230,1625
190,1456,3594
191,3143,842
192,5895,1039
193,861,3440
194,6359,2339
195,6837,2818
196,601,2532
197,8586,2665
198,1111,287
199,9914,3434
200,5124,744
201,6610,1607
202,768,3509
203,3868,1745
204,8917,1867
205,3208,826
206,90,2461
207,1172,964
208,1367,481
209,5375,2765
210,1534,1803
211,3805,1839
212,637,483
213,9727,1642
214,5339,377
215,4939,1375
216,8445,3403
217,7193,2840
218,8798,1743
219,3222,3041
220,1101,2411
221,7343,1720
222,2275,1274
223,5124,2089
224,5679,3484
225,504,1343
226,1438,3148
227,31,790
228,4626,720
229,7820,3468
230,8935,3456
231,1820,458
232,7865,1940
233,7732,1487
234,2960,2524
235,5949,2285
236,3797,3521
237,3114,1836
238,2599,185
239,2923,2573
240,1996,3396
241,9882,1857
242,2407,1586
243,7316,1900
244,6897,842
245,1151,3252
246,7990,1300
247,860,3566
248,4028,73
249,1243,1342
250,7154,770
251,5342,2918
252,3625,322
253,8429,998
254,4090,3070
255,307,1558
256,4647,1331
257,317,3591
258,6021,2060
259,5323,2324
260,8966,435
261,5317,3256
262,4846,2874
263,709,3089
264,7673,1439
265,7048,834
266,8619,3122
267,6983,2526
268,8130,3294
269,9633,1538
270,6816,2858
271,6879,2255
272,2315,2142
273,934,2570
274,3145,300
275,6749,660
276,6600,2735
277,2823,312
278,5874,2246
279,3990,2557
280,5276,2979
281,2660,2796
282,7939,3263
283,7301,1031
284,529,1608
285,8347,3431
286,7114,2756
287,9241,837
288,492,2820
289,187,3007
290,8064,1597
291,6112,996
292,326,402
293,1812,3076
294,1845,3535
295,3103,178
296,322,55
297,951,1222
298,5978,282
299,8795,2240
300,1564,3127
301,7010,2107
302,8228,1063
303,4181,2621
304,9202,2310
305,8522,303
306,565,960
307,6754,1463
308,9531,29
309,3703,2332
310,1651,2298
311,1100,662
312,960,1254
313,8736,853
314,1429,1406
315,4381,2331
316,183,2457
317,4214,735
318,753,1268
319,652,3199
320,7019,3187
321,6460,3530
322,3775,1545
323,6302,220
324,3235,63
325,9658,2635
326,6207,1043
327,6691,2344
328,7594,271
329,3693,2485
330,9333,2327
331,1621,3448
332,6957,1068
333,7803,1385
334,8504,3448
335,4545,683
336,3824,1992
337,3800,2101
338,8315,1941
339,6135,3555
340,1184,1023
341,7953,3081
342,6418,712
343,9465,2898
344,7873,1119
345,9369,1766
346,3780,728
347,7906,1376
348,675,2873
349,5000,3223
350,2074,738
351,7560,1587
352,396,1197
353,4198,2576
354,2254,3556
355,8276,1167
356,6836,1448
357,2235,2336
358,5009,2651
359,6536,767
360,5330,811
361,307,251
362,452,879
363,4569,1481
364,7856,2993
365,8098,713
366,7704,2791
367,1408,1271
368,7900,2760
369,9386,3036
370,9120,2344
371,400,1177
372,7609,956
373,9881,3356
374,8568,934
375,9117,18
376,4402,3541
377,399,1746
378,3298,404
379,9047,3451
380,6331,1781
381,5155,2188
382,2616,2740
383,148,2350
384,4611,3525
385,2175,627
386,3855,2586
387,8608,1999
388,1611,1533
389,187,2
390,238,431
391,9114,772
392,7165,758
393,4900,331
394,8473,663
395,9906,1630
396,2340,1227
397,4482,1781
398,1738,1986
399,434,1033
